Data collection started on {01/23/2018 15:27:39.346}
[Time] 	 [G1.X] 	 [G1.Y] 	 [G1.Z] 	 [G2.X] 	 [G2.Y] 	 [G2.Z] 	 [G3.X] 	 [G3.Y] 	 [G3.Z] 	 [G4.X] 	 [G4.Y] 	 [G4.Z] 	 [A1.X] 	 [A1.Y] 	 [A1.Z] 	 [A2.X] 	 [A2.Y] 	 [A2.Z] 	 [A3.X] 	 [A3.Y] 	 [A3.Z] 	 [A4.X] 	 [A4.Y] 	 [A4.Z] 	 [M1.X] 	 [M1.Y] 	 [M1.Z] 	 [M2.X] 	 [M2.Y] 	 [M2.Z] 	 [M3.X] 	 [M3.Y] 	 [M3.Z] 	 [M4.X] 	 [M4.Y] 	 [M4.Z] 	 [EMG1] 	 [EMG2] 	 [PULSE A] 	 [PULSE B]
0.4000000000	6.1570153353	44.0756847486	-15.5413138018	18.4252689403	4.4937819486	4.9057755398	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.9921416037	0.1796292058	-0.8097657740	-0.3416189822	-0.0366826886	-0.9518577859	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0072938125	-0.0915846494	-0.2290379187	0.2162203403	-0.1473716335	-0.0075989929	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8906691081	2.8931105516	0.8250125887	2.4750377661	
0.4200000000	4.8599984741	64.7821774624	-3.5019455253	12.2148470283	11.0551613642	5.9586480507	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.9175555047	0.0932021057	-0.7975585565	-0.2669108110	-0.1329976349	-0.9647974365	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0039368276	-0.0923170825	-0.2280613413	0.2159151598	-0.1477378500	-0.0181582361	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8674753948	2.8906691081	0.8250125887	2.4750377661	
0.4400000000	7.2556649119	48.9585717556	18.7609674220	13.2677195392	15.3124284733	1.6556038758	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.8187991150	0.0360723278	-0.7267566949	-0.2035553521	-0.1948882277	-1.0034943160	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0008239872	-0.0921339742	-0.2285496300	0.2165865568	-0.1467612726	0.0077210651	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8796826123	2.8674753948	0.8250125887	2.4750377661	
0.4600000000	12.9167620356	20.6225680934	33.8979171435	8.0949111162	16.6247043565	-0.5416952773	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.7061264973	-0.0278934920	-0.6549782559	-0.1983062486	-0.1723048753	-0.9580834668	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0000915541	-0.0932936599	-0.2284275578	0.2158541238	-0.1498741131	-0.0180972000	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8821240558	2.8564888991	0.8250125887	2.4750377661	
0.4800000000	7.4692912184	-3.0594338903	33.4401464866	-10.5516136416	12.5047684443	-2.5711451896	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6604715038	-0.0101930266	-0.5468223087	-0.2157625696	-0.1503318837	-0.8803234913	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0003356985	-0.0950026703	-0.2276340887	0.2176852064	-0.1491416800	0.0069886320	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8638132296	2.8845654994	0.8250125887	2.4750377661	
0.5000000000	-9.7581445029	-21.2634470130	15.9838254368	-22.4994277867	4.1275654231	0.3738460365	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6171358816	-0.0680552377	-0.4375677119	-0.2661783780	-0.0271610590	-0.7466544594	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0005188067	-0.0940260929	-0.2274509804	0.2165255207	-0.1491416800	0.0099794003	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8723582818	2.8638132296	0.8250125887	2.4750377661	
0.5200000000	-14.4579232471	-46.0135805295	-3.1509880217	-14.5189593347	-4.9820706493	2.3270008392	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6359349966	-0.0208133059	-0.3217212177	-0.3091477836	0.0115358206	-0.7455558099	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0019226368	-0.0941481651	-0.2276951247	0.2176241703	-0.1487144274	0.0038757916	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8943312734	2.8650339513	0.8250125887	2.4750377661	
0.5400000000	-10.6889448386	-61.1657892729	-16.8383306630	-9.8344396124	-12.8862439918	3.7766079194	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6717021439	0.0398565652	-0.2929121843	-0.3299000534	0.0115358206	-0.7642328527	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0047913329	-0.0925001907	-0.2292820630	0.2199435416	-0.1434653239	-0.0112001221	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8674753948	2.8308537423	0.8250125887	2.4750377661	
0.5600000000	-1.6556038758	-61.8829633021	-19.6307316701	-3.2578011749	-14.9004348821	0.8926527810	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.7674067292	0.1289692531	-0.4313420310	-0.3350270848	-0.0003051804	-0.8880140383	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0082093538	-0.0921339742	-0.2292820630	0.2144502937	-0.1447470817	0.0038757916	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8601510643	2.8735790036	0.8250125887	2.4750377661	
0.5800000000	-2.4490730144	-38.0941481651	-21.5838864729	3.1662470436	-12.0927748531	-1.0299839780	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.8678721294	0.1323872740	-0.5919890135	-0.3516289006	0.0480354009	-0.9055924315	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0115663386	-0.0920119020	-0.2280613413	0.2170138094	-0.1455405509	-0.0026550698	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8760204471	2.8809033341	0.8250125887	2.4750377661	
0.6000000000	3.0746929122	-0.7400625620	-19.6307316701	15.8617532616	-6.6300450141	0.3280689708	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.9837186236	0.1840238041	-0.7515373465	-0.3695735103	0.0153200580	-0.9352559701	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0110170138	-0.0912794690	-0.2282444495	0.2144502937	-0.1461509117	-0.0008850233	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8650339513	2.8039978637	0.8250125887	2.4750377661	
0.6200000000	6.2027924010	35.2559700923	-15.6481269551	15.9380483711	2.2659647517	5.1194018463	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-1.0100862135	0.2012359808	-0.7870603494	-0.3701838712	-0.0245975433	-0.9478294041	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0099794003	-0.0923170825	-0.2287937743	0.2141451133	-0.1433432517	-0.0019836728	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8870069429	2.8711375601	0.8250125887	2.4750377661	
0.6400000000	5.6992446784	60.1892118715	-3.3188372625	12.8404669261	10.1701380941	7.1030746929	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.9618677043	0.1200579843	-0.8039063096	-0.2968184939	-0.1050431067	-0.9600366217	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0081483177	-0.0920729381	-0.2285496300	0.2158541238	-0.1463340200	0.0074769207	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8760204471	2.8601510643	0.8250125887	2.4750377661	
0.6600000000	9.4682230869	55.1689936675	17.4181734951	11.7723353933	15.6786449989	2.0981155108	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.8743419547	0.0661020829	-0.7633783474	-0.2201571679	-0.1896391241	-1.0087434195	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0047913329	-0.0934157321	-0.2285496300	0.2157930877	-0.1502403296	0.0032654307	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8906691081	2.8613717861	0.8250125887	2.4750377661	
0.6800000000	12.8709849699	31.9600213626	29.1981383993	7.3319600214	15.5718318456	1.8997482261	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.7468986038	-0.0049439231	-0.6829327840	-0.1933012894	-0.1714503700	-0.9606469825	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0015564202	-0.0931715877	-0.2286106661	0.2178683146	-0.1483482109	-0.0122987716	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9163042649	2.8833447776	0.8250125887	2.4750377661	
0.7000000000	6.9962615396	4.7837033646	27.4586099031	-12.1538109407	12.6420996414	0.5264362554	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6865949493	-0.0205691615	-0.5748989090	-0.2196688792	-0.1471580072	-0.9053482872	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0018616007	-0.0945143816	-0.2272068360	0.2154268711	-0.1523155566	-0.0050965133	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8833447776	2.8528267338	0.8250125887	2.4750377661	
0.7200000000	-9.8649576562	-14.0611886778	11.8333714809	-19.3408102541	6.2790875105	0.3433279927	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6389868009	-0.0787975891	-0.4583199817	-0.2544594491	-0.0662241550	-0.7946288243	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0023498894	-0.0933546960	-0.2283054856	0.2170748455	-0.1503013657	-0.0102235447	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8857862211	2.9053177691	0.8250125887	2.4750377661	
0.7400000000	-12.4284733349	-34.9355306325	-4.4022278172	-15.8007171740	-3.5477225910	0.2059967956	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6386205844	-0.0586556802	-0.3501640345	-0.3010910201	-0.0155642023	-0.7302967880	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0032043946	-0.0962233921	-0.2278171969	0.2170748455	-0.1501792935	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8857862211	2.8918898299	0.8250125887	2.4750377661	
0.7600000000	-11.3908598459	-48.8212405585	-16.0601205463	-10.3685053788	-12.3216601816	1.5487907225	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.6577859159	0.0180056458	-0.2984054322	-0.3278248264	0.0062867170	-0.7569085222	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0057679103	-0.0924391547	-0.2269626917	0.2176241703	-0.1478599222	-0.0015564202	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8857862211	2.8393987945	0.8250125887	2.4750377661	
0.7800000000	-3.0746929122	-52.3460746166	-20.9430075532	-3.9902342260	-13.8628213931	0.7248035401	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.7516594186	0.0817273213	-0.4171816587	-0.3373464561	0.0027466239	-0.8690928511	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0077210651	-0.0940871290	-0.2284885939	0.2177462425	-0.1447470817	0.0069886320	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8723582818	2.8393987945	0.8250125887	2.4750377661	
0.8000000000	1.9150072480	-33.2570382238	-23.0792706188	1.5030136568	-9.7886625467	-0.5722133211	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.8617685206	0.1517967498	-0.5753871977	-0.3484550240	0.0451056687	-0.9121843290	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0084534981	-0.0928664073	-0.2296482795	0.2153047990	-0.1444419013	-0.0153505760	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8674753948	2.8674753948	0.8250125887	2.4750377661	
0.8200000000	6.4011596857	1.1215381094	-20.7293812467	13.3287556268	-4.5548180362	1.0910200656	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.9495384146	0.1907377737	-0.7139391165	-0.3672541390	0.0407110704	-0.9196307317	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0109559777	-0.0938429847	-0.2293430991	0.2157930877	-0.1445029374	-0.0000915541	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8857862211	2.9004348821	0.8250125887	2.4750377661	
